# L_m H_m fuel_kg V_kmh
5122.75 529.315 1487.32 584.162
5130.86 529.31 1489.16 584.447
5138.98 529.305 1491 584.732
5147.11 529.299 1492.84 585.018
5155.23 529.294 1494.68 585.303
5163.36 529.289 1496.52 585.587
5171.5 529.284 1498.36 585.872
5179.64 529.279 1500.2 586.157
5187.78 529.273 1502.04 586.441
5195.93 529.268 1503.88 586.726
5204.08 529.263 1505.72 587.01
5212.24 529.258 1507.56 587.294
5220.39 529.253 1509.4 587.578
5228.56 529.248 1511.24 587.862
5236.72 529.242 1513.08 588.146
5244.89 529.237 1514.92 588.43
5253.07 529.232 1516.76 588.713
5261.25 529.227 1518.61 588.997
5269.43 529.222 1520.45 589.28
5277.62 529.217 1522.29 589.563
5285.81 529.212 1524.13 589.846
5294 529.207 1525.97 590.129
5302.2 529.202 1527.81 590.412
5310.4 529.196 1529.65 590.695
5318.61 529.191 1531.49 590.977
5326.82 529.186 1533.33 591.26
5335.03 529.181 1535.17 591.542
5343.25 529.176 1537.01 591.824
5351.47 529.171 1538.85 592.106
5359.7 529.166 1540.69 592.388
5367.93 529.161 1542.53 592.67
5376.16 529.156 1544.37 592.952
5384.4 529.151 1546.21 593.233
5392.64 529.146 1548.05 593.515
5400.88 529.141 1549.89 593.796
5409.13 529.136 1551.74 594.078
5417.39 529.131 1553.58 594.359
5425.64 529.126 1555.42 594.64
5433.9 529.121 1557.26 594.921
5442.17 529.116 1559.1 595.201
5450.44 529.111 1560.94 595.482
5458.71 529.106 1562.78 595.762
5466.99 529.101 1564.62 596.043
5475.27 529.096 1566.46 596.323
5483.55 529.091 1568.3 596.603
5491.84 529.086 1570.14 596.883
5500.13 529.081 1571.98 597.163
5508.43 529.076 1573.82 597.443
5516.73 529.072 1575.66 597.723
5525.03 529.067 1577.5 598.002
5533.34 529.062 1579.34 598.282
5541.65 529.057 1581.18 598.561
5549.96 529.052 1583.02 598.84
5558.28 529.047 1584.87 599.119
5566.61 529.042 1586.71 599.398
5574.93 529.037 1588.55 599.677
5583.26 529.033 1590.39 599.955
5591.6 529.028 1592.23 600.234
5599.94 529.023 1594.07 600.512
5608.28 529.018 1595.91 600.791
5616.62 529.013 1597.75 601.069
5624.98 529.008 1599.59 601.347
5633.33 529.004 1601.43 601.625
5641.69 528.999 1603.27 601.903
5650.05 528.994 1605.11 602.181
5658.41 528.989 1606.95 602.458
5666.78 528.984 1608.79 602.736
5675.16 528.98 1610.63 603.013
5683.53 528.975 1612.47 603.29
5691.91 528.97 1614.31 603.567
5700.3 528.965 1616.15 603.844
5708.69 528.96 1618 604.121
5717.08 528.956 1619.84 604.398
5725.48 528.951 1621.68 604.675
5733.88 528.946 1623.52 604.951
5742.28 528.942 1625.36 605.227
5750.69 528.937 1627.2 605.504
5759.1 528.932 1629.04 605.78
5767.52 528.927 1630.88 606.056
5775.94 528.923 1632.72 606.332
5784.36 528.918 1634.56 606.607
5792.79 528.913 1636.4 606.883
5801.22 528.909 1638.24 607.159
5809.65 528.904 1640.08 607.434
5818.09 528.899 1641.92 607.709
5826.53 528.895 1643.76 607.984
5834.98 528.89 1645.6 608.259
5843.43 528.885 1647.44 608.534
5851.88 528.881 1649.28 608.809
5860.34 528.876 1651.13 609.084
5868.8 528.872 1652.97 609.358
5877.27 528.867 1654.81 609.633
5885.74 528.862 1656.65 609.907
5894.21 528.858 1658.49 610.181
5902.68 528.853 1660.33 610.455
5911.17 528.849 1662.17 610.729
5919.65 528.844 1664.01 611.003
5928.14 528.839 1665.85 611.277
5936.63 528.835 1667.69 611.55
5945.12 528.83 1669.53 611.824
5953.62 528.826 1671.37 612.097
5962.13 528.821 1673.21 612.37
5970.63 528.817 1675.05 612.643
5979.15 528.812 1676.89 612.916
5987.66 528.808 1678.73 613.189
5996.18 528.803 1680.57 613.462
6004.7 528.799 1682.41 613.734
6013.23 528.794 1684.25 614.007
6021.76 528.79 1686.1 614.279
6030.29 528.785 1687.94 614.551
6038.83 528.781 1689.78 614.824
6047.37 528.776 1691.62 615.096
6055.91 528.772 1693.46 615.367
6064.46 528.767 1695.3 615.639
6073.01 528.763 1697.14 615.911
6081.57 528.758 1698.98 616.182
6090.13 528.754 1700.82 616.454
6098.69 528.749 1702.66 616.725
6107.26 528.745 1704.5 616.996
6115.83 528.741 1706.34 617.267
6124.41 528.736 1708.18 617.538
6132.99 528.732 1710.02 617.809
6141.57 528.727 1711.86 618.079
6150.16 528.723 1713.7 618.35
6158.75 528.719 1715.54 618.62
6167.34 528.714 1717.38 618.891
6175.94 528.71 1719.22 619.161
6184.54 528.705 1721.06 619.431
6193.14 528.701 1722.91 619.701
6201.75 528.697 1724.75 619.97
6210.36 528.692 1726.59 620.24
6218.98 528.688 1728.43 620.51
6227.6 528.684 1730.27 620.779
6236.23 528.679 1732.11 621.048
6244.85 528.675 1733.95 621.317
6253.48 528.671 1735.79 621.587
6262.12 528.666 1737.63 621.855
6270.76 528.662 1739.47 622.124
6279.4 528.658 1741.31 622.393
6288.05 528.654 1743.15 622.662
6296.7 528.649 1744.99 622.93
6305.35 528.645 1746.83 623.198
6314.01 528.641 1748.67 623.467
6322.67 528.637 1750.51 623.735
6331.33 528.632 1752.35 624.003
6340 528.628 1754.19 624.27
6348.67 528.624 1756.03 624.538
6357.35 528.62 1757.88 624.806
6366.03 528.615 1759.72 625.073
6374.71 528.611 1761.56 625.341
6383.4 528.607 1763.4 625.608
6392.09 528.603 1765.24 625.875
6400.79 528.599 1767.08 626.142
6409.48 528.594 1768.92 626.409
6418.19 528.59 1770.76 626.675
6426.89 528.586 1772.6 626.942
6435.6 528.582 1774.44 627.209
6444.31 528.578 1776.28 627.475
6453.03 528.574 1778.12 627.741
6461.75 528.569 1779.96 628.007
6470.48 528.565 1781.8 628.273
6479.2 528.561 1783.64 628.539
6487.94 528.557 1785.48 628.805
6496.67 528.553 1787.32 629.071
6505.41 528.549 1789.16 629.336
6514.15 528.545 1791 629.601
6522.9 528.541 1792.84 629.867
6531.65 528.537 1794.69 630.132
6540.4 528.532 1796.53 630.397
6549.16 528.528 1798.37 630.662
6557.92 528.524 1800.21 630.927
6566.68 528.52 1802.05 631.191
6575.45 528.516 1803.89 631.456
6584.23 528.512 1805.73 631.72
6593 528.508 1807.57 631.985
6601.78 528.504 1809.41 632.249
6610.56 528.5 1811.25 632.513
6619.35 528.496 1813.09 632.777
6628.14 528.492 1814.93 633.041
6636.93 528.488 1816.77 633.304
6645.73 528.484 1818.61 633.568
6654.53 528.48 1820.45 633.831
6663.34 528.476 1822.29 634.095
6672.15 528.472 1824.13 634.358
6680.96 528.468 1825.97 634.621
6689.78 528.464 1827.81 634.884
6698.6 528.46 1829.65 635.147
6707.42 528.456 1831.49 635.409
6716.25 528.452 1833.34 635.672
6725.08 528.448 1835.18 635.934
6733.91 528.444 1837.02 636.197
6742.75 528.441 1838.86 636.459
6751.59 528.437 1840.7 636.721
6760.44 528.433 1842.54 636.983
6769.28 528.429 1844.38 637.245
6778.14 528.425 1846.22 637.507
6786.99 528.421 1848.06 637.768
6795.85 528.417 1849.9 638.03
6804.72 528.413 1851.74 638.291
6813.58 528.409 1853.58 638.552
6822.45 528.406 1855.42 638.814
6831.33 528.402 1857.26 639.075
6840.21 528.398 1859.1 639.335
6849.09 528.394 1860.94 639.596
6857.97 528.39 1862.78 639.857
6866.86 528.386 1864.62 640.117
6875.75 528.383 1866.46 640.378
6884.65 528.379 1868.3 640.638
6893.55 528.375 1870.15 640.898
6902.45 528.371 1871.99 641.158
6911.36 528.367 1873.83 641.418
6920.27 528.364 1875.67 641.678
6929.18 528.36 1877.51 641.938
6938.1 528.356 1879.35 642.197
6947.02 528.352 1881.19 642.457
6955.95 528.349 1883.03 642.716
6964.87 528.345 1884.87 642.975
6973.81 528.341 1886.71 643.234
6982.74 528.337 1888.55 643.493
6991.68 528.334 1890.39 643.752
7000.62 528.33 1892.23 644.011
7009.57 528.326 1894.07 644.269
7018.52 528.323 1895.91 644.528
7027.47 528.319 1897.75 644.786
7036.43 528.315 1899.59 645.044
7045.39 528.311 1901.43 645.302
7054.36 528.308 1903.27 645.56
7063.32 528.304 1905.11 645.818
7072.3 528.3 1906.95 646.076
7081.27 528.297 1908.8 646.333
7090.25 528.293 1910.64 646.591
7099.23 528.289 1912.48 646.848
7108.22 528.286 1914.32 647.105
7117.21 528.282 1916.16 647.363
7126.2 528.279 1918 647.62
7135.2 528.275 1919.84 647.876
7144.2 528.271 1921.68 648.133
7153.2 528.268 1923.52 648.39
7162.21 528.264 1925.36 648.646
7171.22 528.261 1927.2 648.903
7180.23 528.257 1929.04 649.159
7189.25 528.253 1930.88 649.415
7198.27 528.25 1932.72 649.671
7207.3 528.246 1934.56 649.927
7216.32 528.243 1936.4 650.183
7225.36 528.239 1938.24 650.438
7234.39 528.236 1940.08 650.694
7243.43 528.232 1941.92 650.949
7252.47 528.229 1943.76 651.205
7261.52 528.225 1945.6 651.46
7270.57 528.222 1947.44 651.715
7279.62 528.218 1949.29 651.97
7288.68 528.215 1951.13 652.225
7297.74 528.211 1952.97 652.479
7306.81 528.208 1954.81 652.734
7315.87 528.204 1956.65 652.988
7324.94 528.201 1958.49 653.243
7334.02 528.197 1960.33 653.497
7343.1 528.194 1962.17 653.751
7352.18 528.19 1964.01 654.005
7361.26 528.187 1965.85 654.259
7370.35 528.183 1967.69 654.512
7379.44 528.18 1969.53 654.766
7388.54 528.177 1971.37 655.019
7397.64 528.173 1973.21 655.273
7406.74 528.17 1975.05 655.526
7415.85 528.166 1976.89 655.779
7424.96 528.163 1978.73 656.032
7434.07 528.16 1980.57 656.285
7443.19 528.156 1982.41 656.538
7452.31 528.153 1984.25 656.79
7461.43 528.15 1986.09 657.043
7470.56 528.146 1987.94 657.295
7479.69 528.143 1989.78 657.547
7488.82 528.139 1991.62 657.799
7497.96 528.136 1993.46 658.051
7507.1 528.133 1995.3 658.303
7516.25 528.129 1997.14 658.555
7525.4 528.126 1998.98 658.807
7534.55 528.123 2000.82 659.058
7543.7 528.12 2002.66 659.31
7552.86 528.116 2004.5 659.561
7562.03 528.113 2006.34 659.812
7571.19 528.11 2008.18 660.063
7580.36 528.106 2010.02 660.314
7589.53 528.103 2011.86 660.565
7598.71 528.1 2013.7 660.816
7607.89 528.097 2015.54 661.066
7617.07 528.093 2017.38 661.317
7626.26 528.09 2019.22 661.567
7635.45 528.087 2021.06 661.817
7644.64 528.084 2022.9 662.067
7653.84 528.08 2024.74 662.317
7663.04 528.077 2026.58 662.567
7672.24 528.074 2028.42 662.817
7681.45 528.071 2030.27 663.066
7690.66 528.068 2032.11 663.316
7699.88 528.064 2033.95 663.565
7709.1 528.061 2035.79 663.814
7718.32 528.058 2037.63 664.063
7727.54 528.055 2039.47 664.312
7736.77 528.052 2041.31 664.561
7746 528.049 2043.15 664.81
7755.24 528.046 2044.99 665.058
7764.48 528.042 2046.83 665.307
7773.72 528.039 2048.67 665.555
7782.96 528.036 2050.51 665.804
7792.21 528.033 2052.35 666.052
7801.46 528.03 2054.19 666.3
7810.72 528.027 2056.03 666.548
7819.98 528.024 2057.87 666.795
7829.24 528.021 2059.71 667.043
7838.51 528.018 2061.55 667.291
7847.78 528.015 2063.39 667.538
7857.05 528.011 2065.23 667.785
7866.33 528.008 2067.07 668.032
7875.61 528.005 2068.91 668.279
7884.89 528.002 2070.76 668.526
7894.18 527.999 2072.6 668.773
7903.47 527.996 2074.44 669.02
7912.76 527.993 2076.28 669.266
7922.06 527.99 2078.12 669.513
7931.36 527.987 2079.96 669.759
7940.66 527.984 2081.8 670.005
7949.97 527.981 2083.64 670.251
7959.28 527.978 2085.48 670.497
7968.6 527.975 2087.32 670.743
7977.91 527.972 2089.16 670.989
7987.23 527.969 2091 671.235
7996.56 527.966 2092.84 671.48
8005.89 527.963 2094.68 671.725
8015.22 527.96 2096.52 671.971
8024.55 527.957 2098.36 672.216
8033.89 527.954 2100.2 672.461
8043.23 527.952 2102.04 672.706
8052.58 527.949 2103.88 672.95
8061.93 527.946 2105.72 673.195
8071.28 527.943 2107.56 673.439
8080.63 527.94 2109.4 673.684
8089.99 527.937 2111.24 673.928
8099.35 527.934 2113.09 674.172
8108.72 527.931 2114.93 674.416
8118.09 527.928 2116.77 674.66
8127.46 527.926 2118.61 674.904
8136.83 527.923 2120.45 675.148
8146.21 527.92 2122.29 675.391
8155.59 527.917 2124.13 675.635
8164.98 527.914 2125.97 675.878
8174.37 527.911 2127.81 676.121
8183.76 527.908 2129.65 676.364
8193.16 527.906 2131.49 676.607
8202.56 527.903 2133.33 676.85
8211.96 527.9 2135.17 677.093
8221.36 527.897 2137.01 677.335
8230.77 527.894 2138.85 677.578
8240.19 527.892 2140.69 677.82
8249.6 527.889 2142.53 678.062
8259.02 527.886 2144.37 678.304
8268.44 527.883 2146.21 678.546
8277.87 527.881 2148.05 678.788
8287.3 527.878 2149.89 679.03
8296.73 527.875 2151.73 679.271
8306.17 527.872 2153.57 679.513
8315.61 527.87 2155.42 679.754
8325.05 527.867 2157.26 679.996
8334.49 527.864 2159.1 680.237
8343.94 527.862 2160.94 680.478
8353.4 527.859 2162.78 680.719
8362.85 527.856 2164.62 680.959
8372.31 527.853 2166.46 681.2
8381.78 527.851 2168.3 681.441
8391.24 527.848 2170.14 681.681
8400.71 527.845 2171.98 681.921
8410.18 527.843 2173.82 682.161
8419.66 527.84 2175.66 682.402
8429.14 527.837 2177.5 682.641
8438.62 527.835 2179.34 682.881
8448.11 527.832 2181.18 683.121
8457.6 527.83 2183.02 683.361
8467.09 527.827 2184.86 683.6
8476.59 527.824 2186.7 683.839
8486.09 527.822 2188.54 684.079
8495.59 527.819 2190.38 684.318
8505.09 527.817 2192.22 684.557
8514.6 527.814 2194.06 684.795
8524.12 527.811 2195.9 685.034
8533.63 527.809 2197.74 685.273
8543.15 527.806 2199.59 685.511
8552.67 527.804 2201.43 685.75
8562.2 527.801 2203.27 685.988
8571.73 527.799 2205.11 686.226
8581.26 527.796 2206.95 686.464
8590.8 527.794 2208.79 686.702
8600.34 527.791 2210.63 686.94
8609.88 527.788 2212.47 687.177
8619.43 527.786 2214.31 687.415
8628.97 527.783 2216.15 687.652
8638.53 527.781 2217.99 687.89
8648.08 527.778 2219.83 688.127
8657.64 527.776 2221.67 688.364
8667.2 527.774 2223.51 688.601
8676.77 527.771 2225.35 688.838
8686.34 527.769 2227.19 689.074
8695.91 527.766 2229.03 689.311
8705.49 527.764 2230.87 689.547
8715.06 527.761 2232.71 689.784
8724.65 527.759 2234.55 690.02
8734.23 527.756 2236.39 690.256
8743.82 527.754 2238.23 690.492
8753.41 527.752 2240.07 690.728
8763.01 527.749 2241.91 690.964
8772.61 527.747 2243.76 691.199
8782.21 527.744 2245.6 691.435
8791.81 527.742 2247.44 691.67
8801.42 527.74 2249.28 691.905
8811.03 527.737 2251.12 692.14
8820.65 527.735 2252.96 692.375
8830.26 527.733 2254.8 692.61
8839.89 527.73 2256.64 692.845
8849.51 527.728 2258.48 693.08
8859.14 527.725 2260.32 693.314
8868.77 527.723 2262.16 693.549
8878.4 527.721 2264 693.783
8888.04 527.719 2265.84 694.017
8897.68 527.716 2267.68 694.251
8907.33 527.714 2269.52 694.485
8916.97 527.712 2271.36 694.719
8926.62 527.709 2273.2 694.953
8936.28 527.707 2275.04 695.186
8945.93 527.705 2276.88 695.42
8955.59 527.703 2278.72 695.653
8965.26 527.7 2280.56 695.886
8974.92 527.698 2282.4 696.12
8984.59 527.696 2284.24 696.353
8994.27 527.693 2286.08 696.585
9003.94 527.691 2287.93 696.818
9013.62 527.689 2289.77 697.051
9023.31 527.687 2291.61 697.283
9032.99 527.685 2293.45 697.516
9042.68 527.682 2295.29 697.748
9052.37 527.68 2297.13 697.98
9062.07 527.678 2298.97 698.212
9071.77 527.676 2300.81 698.444
9081.47 527.674 2302.65 698.676
9091.18 527.671 2304.49 698.908
9100.89 527.669 2306.33 699.139
9110.6 527.667 2308.17 699.371
9120.31 527.665 2310.01 699.602
9130.03 527.663 2311.85 699.833
9139.75 527.661 2313.69 700.064
9149.48 527.659 2315.53 700.295
9159.2 527.656 2317.37 700.526
9168.94 527.654 2319.21 700.757
9178.67 527.652 2321.05 700.987
9188.41 527.65 2322.89 701.218
9198.15 527.648 2324.73 701.448
9207.89 527.646 2326.57 701.679
9217.64 527.644 2328.41 701.909
9227.39 527.642 2330.25 702.139
9237.14 527.64 2332.09 702.369
9246.9 527.638 2333.94 702.598
9256.66 527.636 2335.78 702.828
9266.42 527.634 2337.62 703.058
9276.19 527.631 2339.46 703.287
9285.96 527.629 2341.3 703.516
9295.73 527.627 2343.14 703.746
9305.51 527.625 2344.98 703.975
9315.29 527.623 2346.82 704.204
9325.07 527.621 2348.66 704.432
9334.85 527.619 2350.5 704.661
9344.64 527.617 2352.34 704.89
9354.43 527.615 2354.18 705.118
9364.23 527.613 2356.02 705.347
9374.03 527.611 2357.86 705.575
9383.83 527.609 2359.7 705.803
9393.63 527.607 2361.54 706.031
9403.44 527.606 2363.38 706.259
9413.25 527.604 2365.22 706.487
9423.07 527.602 2367.06 706.714
9432.88 527.6 2368.9 706.942
9442.7 527.598 2370.74 707.169
9452.53 527.596 2372.58 707.397
9462.35 527.594 2374.42 707.624
9472.18 527.592 2376.26 707.851
9482.01 527.59 2378.1 708.078
9491.85 527.588 2379.95 708.305
9501.69 527.586 2381.79 708.531
9511.53 527.584 2383.63 708.758
9521.38 527.583 2385.47 708.984
9531.23 527.581 2387.31 709.211
9541.08 527.579 2389.15 709.437
9550.93 527.577 2390.99 709.663
9560.79 527.575 2392.83 709.889
9570.65 527.573 2394.67 710.115
9580.52 527.571 2396.51 710.341
9590.38 527.57 2398.35 710.566
9600.25 527.568 2400.19 710.792
9610.13 527.566 2402.03 711.017
9620 527.564 2403.87 711.243
9629.88 527.562 2405.71 711.468
9639.77 527.561 2407.55 711.693
9649.65 527.559 2409.39 711.918
9659.54 527.557 2411.23 712.143
9669.44 527.555 2413.07 712.367
9679.33 527.553 2414.91 712.592
9689.23 527.552 2416.75 712.816
9699.13 527.55 2418.59 713.041
9709.04 527.548 2420.43 713.265
9718.94 527.546 2422.27 713.489
9728.86 527.545 2424.11 713.713
9738.77 527.543 2425.96 713.937
9748.69 527.541 2427.8 714.161
9758.61 527.54 2429.64 714.384
9768.53 527.538 2431.48 714.608
9778.46 527.536 2433.32 714.831
9788.39 527.535 2435.16 715.055
9798.32 527.533 2437 715.278
9808.26 527.531 2438.84 715.501
9818.2 527.529 2440.68 715.724
9828.14 527.528 2442.52 715.946
9838.08 527.526 2444.36 716.169
9848.03 527.525 2446.2 716.392
9857.98 527.523 2448.04 716.614
9867.94 527.521 2449.88 716.837
9877.89 527.52 2451.72 717.059
9887.86 527.518 2453.56 717.281
9897.82 527.516 2455.4 717.503
9907.79 527.515 2457.24 717.725
9917.76 527.513 2459.08 717.947
9927.73 527.512 2460.92 718.168
9937.71 527.51 2462.76 718.39
9947.68 527.508 2464.6 718.611
9957.67 527.507 2466.44 718.833
9967.65 527.505 2468.28 719.054
9977.64 527.504 2470.12 719.275
9987.63 527.502 2471.96 719.496
9997.63 527.501 2473.81 719.717
10007.6 527.499 2475.65 719.937
10017.6 527.497 2477.49 720.158
10027.6 527.496 2479.33 720.378
10037.6 527.494 2481.17 720.599
10047.6 527.493 2483.01 720.819
10057.7 527.491 2484.85 721.039
10067.7 527.49 2486.69 721.259
10077.7 527.488 2488.53 721.479
10087.7 527.487 2490.37 721.699
10097.7 527.485 2492.21 721.918
10107.8 527.484 2494.05 722.138
10117.8 527.482 2495.89 722.357
10127.8 527.481 2497.73 722.577
10137.9 527.48 2499.57 722.796
10147.9 527.478 2501.41 723.015
10158 527.477 2503.25 723.234
10168 527.475 2505.09 723.453
10178.1 527.474 2506.93 723.672
10188.1 527.472 2508.77 723.89
10198.2 527.471 2510.61 724.109
10208.2 527.47 2512.45 724.327
10218.3 527.468 2514.29 724.545
10228.3 527.467 2516.13 724.763
10238.4 527.465 2517.97 724.981
10248.5 527.464 2519.81 725.199
10258.6 527.463 2521.66 725.417
10268.6 527.461 2523.5 725.635
10278.7 527.46 2525.34 725.852
10288.8 527.458 2527.18 726.07
10298.9 527.457 2529.02 726.287
10309 527.456 2530.86 726.504
10319.1 527.454 2532.7 726.722
10329.2 527.453 2534.54 726.939
10339.3 527.452 2536.38 727.155
10349.4 527.45 2538.22 727.372
10359.5 527.449 2540.06 727.589
10369.6 527.448 2541.9 727.805
10379.7 527.447 2543.74 728.022
10389.8 527.445 2545.58 728.238
10399.9 527.444 2547.42 728.454
10410 527.443 2549.26 728.67
10420.1 527.441 2551.1 728.886
10430.3 527.44 2552.94 729.102
10440.4 527.439 2554.78 729.318
10450.5 527.438 2556.62 729.533
10460.7 527.436 2558.46 729.749
10470.8 527.435 2560.3 729.964
10480.9 527.434 2562.14 730.179
10491.1 527.433 2563.98 730.395
10501.2 527.432 2565.82 730.61
10511.4 527.43 2567.66 730.824
10521.5 527.429 2569.51 731.039
10531.7 527.428 2571.35 731.254
10541.8 527.427 2573.19 731.468
10552 527.426 2575.03 731.683
10562.2 527.424 2576.87 731.897
10572.3 527.423 2578.71 732.111
10582.5 527.422 2580.55 732.325
10592.7 527.421 2582.39 732.539
10602.9 527.42 2584.23 732.753
10613 527.419 2586.07 732.967
10623.2 527.417 2587.91 733.181
10633.4 527.416 2589.75 733.394
10643.6 527.415 2591.59 733.608
10653.8 527.414 2593.43 733.821
10664 527.413 2595.27 734.034
10674.2 527.412 2597.11 734.247
10684.4 527.411 2598.95 734.46
10694.6 527.41 2600.79 734.673
10704.8 527.409 2602.63 734.886
10715 527.408 2604.47 735.098
10725.2 527.406 2606.31 735.311
10735.4 527.405 2608.15 735.523
10745.6 527.404 2609.99 735.735
10755.8 527.403 2611.83 735.947
10766.1 527.402 2613.67 736.159
10776.3 527.401 2615.51 736.371
10786.5 527.4 2617.36 736.583
10796.8 527.399 2619.2 736.795
10807 527.398 2621.04 737.006
10817.2 527.397 2622.88 737.218
10827.5 527.396 2624.72 737.429
10837.7 527.395 2626.56 737.64
10848 527.394 2628.4 737.851
10858.2 527.393 2630.24 738.062
10868.5 527.392 2632.08 738.273
10878.7 527.391 2633.92 738.484
10889 527.39 2635.76 738.695
10899.2 527.389 2637.6 738.905
10909.5 527.388 2639.44 739.115
10919.8 527.387 2641.28 739.326
10930 527.386 2643.12 739.536
10940.3 527.386 2644.96 739.746
10950.6 527.385 2646.8 739.956
10960.9 527.384 2648.64 740.166
10971.1 527.383 2650.48 740.375
10981.4 527.382 2652.32 740.585
10991.7 527.381 2654.16 740.795
11002 527.38 2656 741.004
11012.3 527.379 2657.84 741.213
11022.6 527.378 2659.68 741.422
11032.9 527.377 2661.52 741.631
11043.2 527.377 2663.36 741.84
11053.5 527.376 2665.2 742.049
11063.8 527.375 2667.05 742.258
11074.1 527.374 2668.89 742.466
11084.4 527.373 2670.73 742.675
11094.7 527.372 2672.57 742.883
11105.1 527.372 2674.41 743.091
11115.4 527.371 2676.25 743.3
11125.7 527.37 2678.09 743.508
11136 527.369 2679.93 743.715
11146.4 527.368 2681.77 743.923
11156.7 527.368 2683.61 744.131
11167 527.367 2685.45 744.338
11177.4 527.366 2687.29 744.546
11187.7 527.365 2689.13 744.753
11198.1 527.364 2690.97 744.96
11208.4 527.364 2692.81 745.167
11218.8 527.363 2694.65 745.374
11229.1 527.362 2696.49 745.581
11239.5 527.361 2698.33 745.788
11249.8 527.361 2700.17 745.995
11260.2 527.36 2702.01 746.201
11270.6 527.359 2703.85 746.408
11280.9 527.358 2705.69 746.614
11291.3 527.358 2707.53 746.82
11301.7 527.357 2709.37 747.026
11312.1 527.356 2711.21 747.232
11322.4 527.356 2713.05 747.438
11332.8 527.355 2714.89 747.644
11343.2 527.354 2716.74 747.849
11353.6 527.354 2718.58 748.055
11364 527.353 2720.42 748.26
11374.4 527.352 2722.26 748.465
11384.8 527.352 2724.1 748.671
11395.2 527.351 2725.94 748.876
11405.6 527.35 2727.78 749.081
11416 527.35 2729.62 749.285
11426.4 527.349 2731.46 749.49
11436.8 527.349 2733.3 749.695
11447.2 527.348 2735.14 749.899
11457.6 527.347 2736.98 750.104
11468 527.347 2738.82 750.308
11478.5 527.346 2740.66 750.512
11488.9 527.346 2742.5 750.716
11499.3 527.345 2744.34 750.92
11509.8 527.344 2746.18 751.124
11520.2 527.344 2748.02 751.327
11530.6 527.343 2749.86 751.531
11541.1 527.343 2751.7 751.734
11551.5 527.342 2753.54 751.938
11562 527.342 2755.38 752.141
11572.4 527.341 2757.22 752.344
11582.8 527.341 2759.06 752.547
11593.3 527.34 2760.9 752.75
11603.8 527.34 2762.74 752.953
11614.2 527.339 2764.58 753.156
11624.7 527.339 2766.43 753.358
11635.1 527.338 2768.27 753.561
11645.6 527.338 2770.11 753.763
11656.1 527.337 2771.95 753.965
11666.6 527.337 2773.79 754.167
11677 527.336 2775.63 754.369
11687.5 527.336 2777.47 754.571
11698 527.335 2779.31 754.773
11708.5 527.335 2781.15 754.975
11719 527.334 2782.99 755.176
11729.5 527.334 2784.83 755.378
11739.9 527.334 2786.67 755.579
11750.4 527.333 2788.51 755.78
11760.9 527.333 2790.35 755.981
11771.4 527.332 2792.19 756.182
11781.9 527.332 2794.03 756.383
11792.5 527.331 2795.87 756.584
11803 527.331 2797.71 756.784
11813.5 527.331 2799.55 756.985
11824 527.33 2801.39 757.185
11834.5 527.33 2803.23 757.386
11845 527.33 2805.07 757.586
11855.6 527.329 2806.91 757.786
11866.1 527.329 2808.75 757.986
11876.6 527.329 2810.59 758.186
11887.1 527.328 2812.43 758.386
11897.7 527.328 2814.27 758.585
11908.2 527.328 2816.12 758.785
11918.8 527.327 2817.96 758.984
11929.3 527.327 2819.8 759.183
11939.8 527.327 2821.64 759.383
11950.4 527.326 2823.48 759.582
11960.9 527.326 2825.32 759.781
11971.5 527.326 2827.16 759.98
11982 527.325 2829 760.178
11992.6 527.325 2830.84 760.377
12003.2 527.325 2832.68 760.575
12013.7 527.325 2834.52 760.774
12024.3 527.324 2836.36 760.972
12034.9 527.324 2838.2 761.17
12045.4 527.324 2840.04 761.368
12056 527.324 2841.88 761.566
12066.6 527.323 2843.72 761.764
12077.2 527.323 2845.56 761.962
12087.8 527.323 2847.4 762.16
12098.4 527.323 2849.24 762.357
12108.9 527.323 2851.08 762.555
12119.5 527.322 2852.92 762.752
12130.1 527.322 2854.76 762.949
12140.7 527.322 2856.6 763.146
12151.3 527.322 2858.44 763.343
12161.9 527.322 2860.28 763.54
12172.5 527.322 2862.12 763.737
12183.1 527.321 2863.96 763.933
12193.8 527.321 2865.81 764.13
12204.4 527.321 2867.65 764.326
12215 527.321 2869.49 764.523
12225.6 527.321 2871.33 764.719
12236.2 527.321 2873.17 764.915
12246.9 527.321 2875.01 765.111
12257.5 527.32 2876.85 765.307
12268.1 527.32 2878.69 765.502
12278.7 527.32 2880.53 765.698
12289.4 527.32 2882.37 765.894
12300 527.32 2884.21 766.089
12310.7 527.32 2886.05 766.284
12321.3 527.32 2887.89 766.479
12332 527.32 2889.73 766.675
12342.6 527.32 2891.57 766.87
12353.3 527.32 2893.41 767.064
12363.9 527.32 2895.25 767.259
12374.6 527.32 2897.09 767.454
12385.2 527.32 2898.93 767.648
12395.9 527.32 2900.77 767.843
12406.6 527.32 2902.61 768.037
12417.2 527.32 2904.45 768.231
12427.9 527.32 2906.29 768.425
12438.6 527.32 2908.13 768.619
12449.3 527.32 2909.97 768.813
12459.9 527.32 2911.81 769.007
12470.6 527.32 2913.65 769.201
12481.3 527.32 2915.5 769.394
12492 527.32 2917.34 769.587
12502.7 527.32 2919.18 769.781
12513.4 527.32 2921.02 769.974
12524.1 527.321 2922.86 770.167
