# L_m H_m fuel_kg V_kmh
21155 1346.43 4372.9 782.995
21165.5 1349.07 4374.83 782.785
21176.1 1351.71 4376.75 782.575
21186.6 1354.37 4378.68 782.364
21197.2 1357.02 4380.61 782.152
21207.7 1359.68 4382.53 781.94
21218.2 1362.34 4384.46 781.728
21228.7 1365 4386.39 781.515
21239.3 1367.67 4388.32 781.301
21249.8 1370.35 4390.25 781.087
21260.3 1373.02 4392.18 780.873
21270.8 1375.7 4394.11 780.658
21281.3 1378.39 4396.03 780.443
21291.8 1381.08 4397.96 780.227
21302.3 1383.77 4399.89 780.01
21312.8 1386.47 4401.82 779.793
21323.3 1389.16 4403.76 779.575
21333.8 1391.87 4405.69 779.357
21344.2 1394.57 4407.62 779.139
21354.7 1397.29 4409.55 778.92
21365.2 1400 4411.48 778.7
21375.6 1402.72 4413.41 778.48
21386.1 1405.44 4415.34 778.26
21396.6 1408.16 4417.28 778.039
21407 1410.89 4419.21 777.817
21417.5 1413.63 4421.14 777.595
21427.9 1416.36 4423.08 777.373
21438.4 1419.1 4425.01 777.15
21448.8 1421.85 4426.94 776.926
21459.2 1424.59 4428.88 776.702
21469.7 1427.34 4430.81 776.478
21480.1 1430.1 4432.75 776.253
21490.5 1432.85 4434.68 776.028
21500.9 1435.62 4436.62 775.802
21511.3 1438.38 4438.55 775.575
21521.7 1441.15 4440.49 775.348
21532.1 1443.92 4442.43 775.121
21542.5 1446.7 4444.36 774.893
21552.9 1449.48 4446.3 774.665
21563.3 1452.26 4448.24 774.436
21573.7 1455.04 4450.18 774.207
21584.1 1457.83 4452.11 773.978
21594.5 1460.61 4454.05 773.749
21604.9 1463.4 4455.99 773.521
21615.2 1466.18 4457.93 773.292
21625.6 1468.96 4459.87 773.064
21636 1471.74 4461.81 772.836
21646.3 1474.52 4463.75 772.609
21656.7 1477.3 4465.69 772.382
21667.1 1480.08 4467.63 772.154
21677.4 1482.86 4469.57 771.928
21687.8 1485.63 4471.51 771.701
21698.1 1488.41 4473.45 771.475
21708.5 1491.18 4475.39 771.248
21718.8 1493.96 4477.33 771.022
21729.2 1496.73 4479.27 770.797
21739.5 1499.5 4481.21 770.571
21749.8 1502.27 4483.16 770.346
21760.2 1505.05 4485.1 770.121
21770.5 1507.82 4487.04 769.896
21780.8 1510.58 4488.99 769.672
21791.1 1513.35 4490.93 769.447
21801.5 1516.12 4492.87 769.223
21811.8 1518.89 4494.82 768.999
21822.1 1521.65 4496.76 768.776
21832.4 1524.42 4498.71 768.552
21842.7 1527.18 4500.65 768.329
21853 1529.95 4502.6 768.106
21863.3 1532.71 4504.54 767.883
21873.6 1535.47 4506.49 767.661
21883.9 1538.23 4508.44 767.439
21894.2 1540.99 4510.38 767.216
21904.5 1543.75 4512.33 766.995
21914.8 1546.51 4514.28 766.773
21925.1 1549.27 4516.22 766.552
21935.4 1552.03 4518.17 766.331
21945.6 1554.78 4520.12 766.11
21955.9 1557.54 4522.07 765.889
21966.2 1560.29 4524.02 765.668
21976.5 1563.05 4525.96 765.448
21986.7 1565.8 4527.91 765.228
21997 1568.55 4529.86 765.008
22007.3 1571.3 4531.81 764.789
22017.5 1574.05 4533.76 764.569
22027.8 1576.8 4535.71 764.35
22038 1579.55 4537.66 764.131
22048.3 1582.3 4539.61 763.913
22058.5 1585.05 4541.57 763.694
22068.8 1587.8 4543.52 763.476
22079 1590.54 4545.47 763.258
22089.2 1593.29 4547.42 763.04
22099.5 1596.03 4549.37 762.823
22109.7 1598.78 4551.33 762.605
22119.9 1601.52 4553.28 762.388
22130.2 1604.26 4555.23 762.171
22140.4 1607 4557.18 761.955
22150.6 1609.74 4559.14 761.738
22160.8 1612.48 4561.09 761.522
22171 1615.22 4563.05 761.306
22181.2 1617.96 4565 761.09
22191.5 1620.7 4566.96 760.875
22201.7 1623.43 4568.91 760.659
22211.9 1626.17 4570.87 760.444
22222.1 1628.91 4572.82 760.229
22232.3 1631.64 4574.78 760.015
22242.5 1634.37 4576.74 759.8
22252.6 1637.11 4578.69 759.586
22262.8 1639.84 4580.65 759.372
22273 1642.57 4582.61 759.158
22283.2 1645.3 4584.56 758.944
22293.4 1648.03 4586.52 758.731
22303.6 1650.76 4588.48 758.518
22313.7 1653.49 4590.44 758.305
22323.9 1656.21 4592.4 758.092
22334.1 1658.94 4594.36 757.88
22344.2 1661.67 4596.31 757.667
22354.4 1664.39 4598.27 757.455
22364.6 1667.12 4600.23 757.243
22374.7 1669.84 4602.19 757.032
22384.9 1672.56 4604.15 756.82
22395 1675.28 4606.11 756.609
22405.2 1678.01 4608.08 756.398
22415.3 1680.73 4610.04 756.187
22425.5 1683.45 4612 755.977
22435.6 1686.16 4613.96 755.766
22445.7 1688.88 4615.92 755.556
22455.9 1691.6 4617.88 755.346
22466 1694.32 4619.85 755.137
22476.1 1697.03 4621.81 754.927
22486.3 1699.75 4623.77 754.718
22496.4 1702.46 4625.74 754.509
22506.5 1705.18 4627.7 754.3
22516.6 1707.89 4629.66 754.091
22526.7 1710.6 4631.63 753.883
22536.8 1713.31 4633.59 753.675
22547 1716.02 4635.56 753.467
22557.1 1718.73 4637.52 753.259
22567.2 1721.44 4639.49 753.051
22577.3 1724.15 4641.45 752.844
22587.4 1726.86 4643.42 752.637
22597.5 1729.56 4645.39 752.43
22607.5 1732.27 4647.35 752.223
22617.6 1734.98 4649.32 752.017
22627.7 1737.68 4651.29 751.81
22637.8 1740.38 4653.25 751.604
22647.9 1743.09 4655.22 751.398
22658 1745.79 4657.19 751.193
22668 1748.49 4659.16 750.987
22678.1 1751.19 4661.13 750.782
22688.2 1753.89 4663.1 750.577
22698.3 1756.59 4665.07 750.372
22708.3 1759.29 4667.04 750.167
22718.4 1761.99 4669 749.963
22728.4 1764.69 4670.97 749.759
22738.5 1767.38 4672.95 749.555
22748.6 1770.08 4674.92 749.351
22758.6 1772.77 4676.89 749.147
22768.7 1775.47 4678.86 748.944
22778.7 1778.16 4680.83 748.741
22788.7 1780.85 4682.8 748.538
22798.8 1783.55 4684.77 748.335
22808.8 1786.24 4686.75 748.133
22818.9 1788.93 4688.72 747.93
22828.9 1791.62 4690.69 747.728
22838.9 1794.31 4692.66 747.526
22848.9 1797 4694.64 747.324
22859 1799.68 4696.61 747.123
22869 1802.37 4698.58 746.922
22879 1805.06 4700.56 746.721
22889 1807.74 4702.53 746.52
22899 1810.43 4704.51 746.319
22909 1813.11 4706.48 746.118
22919.1 1815.79 4708.46 745.918
22929.1 1818.48 4710.43 745.718
22939.1 1821.16 4712.41 745.518
22949.1 1823.84 4714.39 745.319
22959.1 1826.52 4716.36 745.119
22969.1 1829.2 4718.34 744.92
22979 1831.88 4720.32 744.721
22989 1834.56 4722.29 744.522
22999 1837.24 4724.27 744.323
23009 1839.91 4726.25 744.125
23019 1842.59 4728.23 743.927
23029 1845.26 4730.21 743.729
23038.9 1847.94 4732.19 743.531
23048.9 1850.61 4734.16 743.333
23058.9 1853.29 4736.14 743.136
23068.9 1855.96 4738.12 742.938
23078.8 1858.63 4740.1 742.741
23088.8 1861.3 4742.08 742.545
23098.7 1863.97 4744.06 742.348
23108.7 1866.64 4746.04 742.151
23118.7 1869.31 4748.03 741.955
23128.6 1871.98 4750.01 741.759
23138.6 1874.65 4751.99 741.563
23148.5 1877.31 4753.97 741.368
23158.4 1879.98 4755.95 741.172
23168.4 1882.65 4757.93 740.977
23178.3 1885.31 4759.92 740.782
23188.3 1887.97 4761.9 740.587
23198.2 1890.64 4763.88 740.393
23208.1 1893.3 4765.87 740.198
23218.1 1895.96 4767.85 740.004
23228 1898.62 4769.83 739.81
23237.9 1901.28 4771.82 739.616
23247.8 1903.94 4773.8 739.423
23257.7 1906.6 4775.79 739.229
23267.7 1909.26 4777.77 739.036
23277.6 1911.92 4779.76 738.843
23287.5 1914.58 4781.75 738.65
23297.4 1917.23 4783.73 738.457
23307.3 1919.89 4785.72 738.265
23317.2 1922.54 4787.7 738.073
23327.1 1925.2 4789.69 737.881
23337 1927.85 4791.68 737.689
23346.9 1930.5 4793.67 737.497
23356.8 1933.16 4795.65 737.306
23366.7 1935.81 4797.64 737.114
23376.6 1938.46 4799.63 736.923
23386.4 1941.11 4801.62 736.732
23396.3 1943.76 4803.61 736.542
23406.2 1946.41 4805.6 736.351
23416.1 1949.05 4807.59 736.161
23426 1951.7 4809.57 735.971
23435.8 1954.35 4811.56 735.781
23445.7 1957 4813.55 735.591
23455.6 1959.64 4815.55 735.402
23465.4 1962.28 4817.54 735.213
23475.3 1964.93 4819.53 735.023
23485.2 1967.57 4821.52 734.834
23495 1970.21 4823.51 734.646
23504.9 1972.86 4825.5 734.457
23514.7 1975.5 4827.49 734.269
23524.6 1978.14 4829.49 734.081
23534.4 1980.78 4831.48 733.893
23544.3 1983.42 4833.47 733.705
23554.1 1986.06 4835.47 733.517
23563.9 1988.69 4837.46 733.33
23573.8 1991.33 4839.45 733.143
23583.6 1993.97 4841.45 732.956
23593.4 1996.6 4843.44 732.769
23603.3 1999.24 4845.44 732.583
23613.1 2001.87 4847.43 732.396
23622.9 2004.51 4849.43 732.21
23632.7 2007.14 4851.42 732.024
23642.6 2009.77 4853.42 731.838
23652.4 2012.4 4855.41 731.652
23662.2 2015.03 4857.41 731.467
23672 2017.67 4859.41 731.282
23681.8 2020.3 4861.4 731.097
23691.6 2022.92 4863.4 730.912
23701.4 2025.55 4865.4 730.727
23711.2 2028.18 4867.4 730.542
23721 2030.81 4869.39 730.358
23730.8 2033.43 4871.39 730.174
23740.6 2036.06 4873.39 729.99
23750.4 2038.68 4875.39 729.806
23760.2 2041.31 4877.39 729.623
23770 2043.93 4879.39 729.439
23779.8 2046.56 4881.39 729.256
23789.5 2049.18 4883.39 729.073
23799.3 2051.8 4885.39 728.89
23809.1 2054.42 4887.39 728.708
23818.9 2057.04 4889.39 728.525
23828.6 2059.66 4891.39 728.343
23838.4 2062.28 4893.39 728.161
23848.2 2064.9 4895.39 727.979
23857.9 2067.52 4897.39 727.798
23867.7 2070.13 4899.4 727.616
23877.5 2072.75 4901.4 727.435
23887.2 2075.37 4903.4 727.254
23897 2077.98 4905.4 727.073
23906.7 2080.6 4907.41 726.892
23916.5 2083.21 4909.41 726.711
23926.2 2085.82 4911.41 726.531
23936 2088.44 4913.42 726.351
23945.7 2091.05 4915.42 726.171
23955.5 2093.66 4917.43 725.991
23965.2 2096.27 4919.43 725.811
23974.9 2098.88 4921.44 725.632
23984.7 2101.49 4923.44 725.453
23994.4 2104.1 4925.45 725.274
24004.1 2106.71 4927.45 725.095
24013.9 2109.31 4929.46 724.916
24023.6 2111.92 4931.47 724.738
24033.3 2114.53 4933.47 724.559
24043 2117.13 4935.48 724.381
24052.7 2119.74 4937.49 724.203
24062.4 2122.34 4939.5 724.025
24072.2 2124.94 4941.5 723.848
24081.9 2127.55 4943.51 723.67
24091.6 2130.15 4945.52 723.493
24101.3 2132.75 4947.53 723.316
24111 2135.35 4949.54 723.139
24120.7 2137.95 4951.55 722.963
24130.4 2140.55 4953.56 722.786
24140.1 2143.15 4955.57 722.61
24149.8 2145.75 4957.58 722.434
24159.5 2148.35 4959.59 722.258
24169.1 2150.94 4961.6 722.082
24178.8 2153.54 4963.61 721.906
24188.5 2156.14 4965.62 721.731
24198.2 2158.73 4967.63 721.556
24207.9 2161.33 4969.64 721.381
24217.6 2163.92 4971.65 721.206
24227.2 2166.51 4973.67 721.031
24236.9 2169.11 4975.68 720.857
24246.6 2171.7 4977.69 720.682
24256.2 2174.29 4979.7 720.508
24265.9 2176.88 4981.72 720.334
24275.6 2179.47 4983.73 720.16
24285.2 2182.06 4985.74 719.987
24294.9 2184.65 4987.76 719.813
24304.5 2187.24 4989.77 719.64
24314.2 2189.82 4991.79 719.467
24323.8 2192.41 4993.8 719.294
24333.5 2195 4995.82 719.121
24343.1 2197.58 4997.83 718.949
24352.8 2200.17 4999.85 718.777
24362.4 2202.75 5001.87 718.604
24372.1 2205.34 5003.88 718.432
24381.7 2207.92 5005.9 718.261
24391.3 2210.5 5007.91 718.089
24401 2213.09 5009.93 717.918
24410.6 2215.67 5011.95 717.746
24420.2 2218.25 5013.97 717.575
24429.8 2220.83 5015.98 717.404
24439.5 2223.41 5018 717.234
24449.1 2225.99 5020.02 717.063
24458.7 2228.57 5022.04 716.893
24468.3 2231.14 5024.06 716.722
24477.9 2233.72 5026.08 716.552
24487.5 2236.3 5028.1 716.382
24497.2 2238.87 5030.12 716.213
24506.8 2241.45 5032.14 716.043
24516.4 2244.02 5034.16 715.874
24526 2246.6 5036.18 715.705
24535.6 2249.17 5038.2 715.536
24545.2 2251.74 5040.22 715.367
24554.8 2254.32 5042.24 715.198
24564.4 2256.89 5044.26 715.03
24573.9 2259.46 5046.29 714.862
24583.5 2262.03 5048.31 714.694
24593.1 2264.6 5050.33 714.526
24602.7 2267.17 5052.35 714.358
24612.3 2269.74 5054.38 714.19
24621.9 2272.3 5056.4 714.023
24631.4 2274.87 5058.42 713.856
24641 2277.44 5060.45 713.689
24650.6 2280 5062.47 713.522
24660.2 2282.57 5064.5 713.355
24669.7 2285.13 5066.52 713.189
24679.3 2287.7 5068.55 713.022
24688.9 2290.26 5070.57 712.856
24698.4 2292.83 5072.6 712.69
24708 2295.39 5074.62 712.524
24717.5 2297.95 5076.65 712.359
24727.1 2300.51 5078.67 712.193
24736.7 2303.07 5080.7 712.028
24746.2 2305.63 5082.73 711.863
24755.8 2308.19 5084.75 711.698
24765.3 2310.75 5086.78 711.533
24774.8 2313.31 5088.81 711.368
24784.4 2315.87 5090.84 711.204
24793.9 2318.42 5092.87 711.04
24803.5 2320.98 5094.89 710.875
24813 2323.54 5096.92 710.712
24822.5 2326.09 5098.95 710.548
24832.1 2328.65 5100.98 710.384
24841.6 2331.2 5103.01 710.221
24851.1 2333.76 5105.04 710.058
24860.6 2336.31 5107.07 709.894
24870.2 2338.86 5109.1 709.732
24879.7 2341.41 5111.13 709.569
24889.2 2343.96 5113.16 709.406
24898.7 2346.51 5115.19 709.244
24908.2 2349.06 5117.22 709.082
24917.7 2351.61 5119.26 708.92
24927.3 2354.16 5121.29 708.758
24936.8 2356.71 5123.32 708.596
24946.3 2359.26 5125.35 708.434
24955.8 2361.81 5127.39 708.273
24965.3 2364.35 5129.42 708.112
24974.8 2366.9 5131.45 707.951
24984.3 2369.44 5133.49 707.79
24993.8 2371.99 5135.52 707.629
25003.3 2374.53 5137.55 707.469
25012.7 2377.08 5139.59 707.308
25022.2 2379.62 5141.62 707.148
25031.7 2382.16 5143.66 706.988
25041.2 2384.71 5145.69 706.828
25050.7 2387.25 5147.73 706.669
25060.2 2389.79 5149.76 706.509
25069.6 2392.33 5151.8 706.35
25079.1 2394.87 5153.84 706.191
25088.6 2397.41 5155.87 706.031
25098.1 2399.94 5157.91 705.873
25107.5 2402.48 5159.95 705.714
25117 2405.02 5161.98 705.555
25126.5 2407.56 5164.02 705.397
25135.9 2410.09 5166.06 705.239
25145.4 2412.63 5168.1 705.081
25154.8 2415.16 5170.13 704.923
25164.3 2417.7 5172.17 704.765
25173.7 2420.23 5174.21 704.608
25183.2 2422.77 5176.25 704.45
25192.6 2425.3 5178.29 704.293
25202.1 2427.83 5180.33 704.136
25211.5 2430.36 5182.37 703.979
25221 2432.89 5184.41 703.823
25230.4 2435.42 5186.45 703.666
25239.9 2437.95 5188.49 703.51
25249.3 2440.48 5190.53 703.354
25258.7 2443.01 5192.57 703.198
25268.2 2445.54 5194.62 703.042
25277.6 2448.07 5196.66 702.886
25287 2450.6 5198.7 702.731
25296.4 2453.12 5200.74 702.575
25305.9 2455.65 5202.78 702.42
25315.3 2458.17 5204.83 702.265
25324.7 2460.7 5206.87 702.11
25334.1 2463.22 5208.91 701.955
25343.5 2465.75 5210.96 701.801
25353 2468.27 5213 701.646
25362.4 2470.79 5215.04 701.492
25371.8 2473.31 5217.09 701.338
25381.2 2475.84 5219.13 701.184
25390.6 2478.36 5221.18 701.03
25400 2480.88 5223.22 700.877
25409.4 2483.4 5225.27 700.723
25418.8 2485.92 5227.32 700.57
25428.2 2488.43 5229.36 700.417
25437.6 2490.95 5231.41 700.264
25447 2493.47 5233.45 700.111
25456.4 2495.99 5235.5 699.959
25465.8 2498.5 5237.55 699.806
25475.2 2501.02 5239.6 699.654
25484.5 2503.54 5241.64 699.502
25493.9 2506.05 5243.69 699.35
25503.3 2508.57 5245.74 699.198
25512.7 2511.08 5247.79 699.047
25522.1 2513.59 5249.84 698.895
25531.4 2516.1 5251.89 698.744
25540.8 2518.62 5253.93 698.593
25550.2 2521.13 5255.98 698.442
25559.5 2523.64 5258.03 698.291
25568.9 2526.15 5260.08 698.14
25578.3 2528.66 5262.13 697.99
25587.6 2531.17 5264.18 697.84
25597 2533.68 5266.24 697.689
25606.4 2536.19 5268.29 697.539
25615.7 2538.69 5270.34 697.389
25625.1 2541.2 5272.39 697.24
25634.4 2543.71 5274.44 697.09
25643.8 2546.21 5276.49 696.941
25653.1 2548.72 5278.55 696.792
25662.5 2551.23 5280.6 696.643
25671.8 2553.73 5282.65 696.494
25681.2 2556.23 5284.7 696.345
25690.5 2558.74 5286.76 696.196
25699.8 2561.24 5288.81 696.048
25709.2 2563.74 5290.86 695.9
25718.5 2566.24 5292.92 695.752
25727.8 2568.75 5294.97 695.604
25737.2 2571.25 5297.03 695.456
25746.5 2573.75 5299.08 695.308
25755.8 2576.25 5301.14 695.161
25765.2 2578.75 5303.19 695.013
25774.5 2581.24 5305.25 694.866
25783.8 2583.74 5307.31 694.719
25793.1 2586.24 5309.36 694.572
25802.4 2588.74 5311.42 694.426
25811.7 2591.23 5313.48 694.279
25821.1 2593.73 5315.53 694.133
25830.4 2596.23 5317.59 693.987
25839.7 2598.72 5319.65 693.84
25849 2601.22 5321.71 693.695
25858.3 2603.71 5323.76 693.549
25867.6 2606.2 5325.82 693.403
25876.9 2608.7 5327.88 693.258
25886.2 2611.19 5329.94 693.113
25895.5 2613.68 5332 692.967
25904.8 2616.17 5334.06 692.822
25914.1 2618.66 5336.12 692.678
25923.4 2621.15 5338.18 692.533
25932.7 2623.64 5340.24 692.388
25942 2626.13 5342.3 692.244
25951.2 2628.62 5344.36 692.1
25960.5 2631.11 5346.42 691.956
25969.8 2633.6 5348.48 691.812
25979.1 2636.08 5350.54 691.668
25988.4 2638.57 5352.6 691.525
25997.6 2641.05 5354.67 691.381
26006.9 2643.54 5356.73 691.238
26016.2 2646.03 5358.79 691.095
26025.5 2648.51 5360.85 690.952
26034.7 2650.99 5362.92 690.809
26044 2653.48 5364.98 690.667
26053.3 2655.96 5367.04 690.524
26062.5 2658.44 5369.11 690.382
26071.8 2660.92 5371.17 690.24
26081 2663.41 5373.24 690.098
26090.3 2665.89 5375.3 689.956
26099.6 2668.37 5377.37 689.814
26108.8 2670.85 5379.43 689.672
26118.1 2673.33 5381.5 689.531
26127.3 2675.81 5383.56 689.39
26136.6 2678.28 5385.63 689.249
26145.8 2680.76 5387.7 689.108
26155 2683.24 5389.76 688.967
26164.3 2685.72 5391.83 688.826
26173.5 2688.19 5393.9 688.686
26182.8 2690.67 5395.96 688.545
26192 2693.14 5398.03 688.405
26201.2 2695.62 5400.1 688.265
26210.5 2698.09 5402.17 688.125
26219.7 2700.57 5404.23 687.986
26228.9 2703.04 5406.3 687.846
26238.2 2705.51 5408.37 687.707
26247.4 2707.98 5410.44 687.567
26256.6 2710.46 5412.51 687.428
26265.8 2712.93 5414.58 687.289
26275 2715.4 5416.65 687.15
26284.3 2717.87 5418.72 687.012
26293.5 2720.34 5420.79 686.873
26302.7 2722.81 5422.86 686.735
26311.9 2725.28 5424.93 686.596
26321.1 2727.74 5427 686.458
26330.3 2730.21 5429.07 686.321
26339.5 2732.68 5431.15 686.183
26348.7 2735.15 5433.22 686.045
26357.9 2737.61 5435.29 685.908
26367.1 2740.08 5437.36 685.77
26376.3 2742.54 5439.43 685.633
26385.5 2745.01 5441.51 685.496
26394.7 2747.47 5443.58 685.359
26403.9 2749.94 5445.65 685.223
26413.1 2752.4 5447.73 685.086
26422.3 2754.86 5449.8 684.95
26431.5 2757.32 5451.88 684.813
26440.7 2759.79 5453.95 684.677
26449.9 2762.25 5456.03 684.541
26459 2764.71 5458.1 684.405
26468.2 2767.17 5460.18 684.27
26477.4 2769.63 5462.25 684.134
26486.6 2772.09 5464.33 683.999
26495.8 2774.55 5466.4 683.863
26504.9 2777.01 5468.48 683.728
26514.1 2779.46 5470.56 683.593
26523.3 2781.92 5472.63 683.459
26532.4 2784.38 5474.71 683.324
26541.6 2786.83 5476.79 683.19
26550.8 2789.29 5478.87 683.055
26559.9 2791.75 5480.94 682.921
26569.1 2794.2 5483.02 682.787
26578.2 2796.66 5485.1 682.653
26587.4 2799.11 5487.18 682.519
26596.6 2801.56 5489.26 682.386
26605.7 2804.02 5491.34 682.252
26614.9 2806.47 5493.42 682.119
26624 2808.92 5495.5 681.986
26633.2 2811.37 5497.58 681.853
26642.3 2813.82 5499.66 681.72
26651.5 2816.27 5501.74 681.587
26660.6 2818.72 5503.82 681.455
26669.7 2821.17 5505.9 681.322
26678.9 2823.62 5507.98 681.19
26688 2826.07 5510.06 681.058
26697.2 2828.52 5512.14 680.926
26706.3 2830.97 5514.22 680.794
26715.4 2833.41 5516.31 680.662
26724.5 2835.86 5518.39 680.531
26733.7 2838.31 5520.47 680.399
26742.8 2840.75 5522.56 680.268
26751.9 2843.2 5524.64 680.137
26761.1 2845.64 5526.72 680.006
26770.2 2848.09 5528.81 679.875
26779.3 2850.53 5530.89 679.744
26788.4 2852.98 5532.97 679.614
26797.5 2855.42 5535.06 679.483
26806.6 2857.86 5537.14 679.353
26815.8 2860.3 5539.23 679.223
26824.9 2862.74 5541.31 679.093
26834 2865.19 5543.4 678.963
26843.1 2867.63 5545.49 678.833
26852.2 2870.07 5547.57 678.704
26861.3 2872.51 5549.66 678.575
26870.4 2874.95 5551.74 678.445
26879.5 2877.38 5553.83 678.316
26888.6 2879.82 5555.92 678.187
26897.7 2882.26 5558.01 678.058
26906.8 2884.7 5560.09 677.93
26915.9 2887.14 5562.18 677.801
26925 2889.57 5564.27 677.673
26934.1 2892.01 5566.36 677.545
26943.2 2894.44 5568.45 677.416
26952.2 2896.88 5570.54 677.289
26961.3 2899.31 5572.62 677.161
26970.4 2901.75 5574.71 677.033
26979.5 2904.18 5576.8 676.906
26988.6 2906.61 5578.89 676.778
26997.7 2909.05 5580.98 676.651
27006.7 2911.48 5583.07 676.524
27015.8 2913.91 5585.16 676.397
27024.9 2916.34 5587.26 676.27
27034 2918.77 5589.35 676.143
27043 2921.2 5591.44 676.017
27052.1 2923.63 5593.53 675.89
27061.2 2926.06 5595.62 675.764
27070.2 2928.49 5597.71 675.638
27079.3 2930.92 5599.81 675.512
27088.3 2933.35 5601.9 675.386
27097.4 2935.78 5603.99 675.261
27106.5 2938.2 5606.09 675.135
27115.5 2940.63 5608.18 675.01
27124.6 2943.06 5610.27 674.884
27133.6 2945.48 5612.37 674.759
27142.7 2947.91 5614.46 674.634
27151.7 2950.33 5616.56 674.509
27160.8 2952.76 5618.65 674.385
27169.8 2955.18 5620.75 674.26
27178.9 2957.61 5622.84 674.136
27187.9 2960.03 5624.94 674.011
27197 2962.45 5627.03 673.887
27206 2964.87 5629.13 673.763
27215 2967.3 5631.22 673.639
27224.1 2969.72 5633.32 673.516
27233.1 2972.14 5635.42 673.392
27242.1 2974.56 5637.52 673.269
27251.2 2976.98 5639.61 673.145
27260.2 2979.4 5641.71 673.022
27269.2 2981.82 5643.81 672.899
27278.3 2984.24 5645.91 672.776
27287.3 2986.65 5648 672.654
27296.3 2989.07 5650.1 672.531
27305.3 2991.49 5652.2 672.409
27314.3 2993.91 5654.3 672.286
27323.4 2996.32 5656.4 672.164
27332.4 2998.74 5658.5 672.042
27341.4 3001.16 5660.6 671.92
27350.4 3003.57 5662.7 671.798
27359.4 3005.99 5664.8 671.677
27368.4 3008.4 5666.9 671.555
27377.4 3010.81 5669 671.434
27386.4 3013.23 5671.1 671.313
27395.4 3015.64 5673.2 671.192
27404.5 3018.05 5675.31 671.071
27413.5 3020.46 5677.41 670.95
27422.5 3022.88 5679.51 670.829
27431.5 3025.29 5681.61 670.709
27440.5 3027.7 5683.72 670.588
27449.4 3030.11 5685.82 670.468
27458.4 3032.52 5687.92 670.348
27467.4 3034.93 5690.02 670.228
27476.4 3037.34 5692.13 670.108
27485.4 3039.75 5694.23 669.988
27494.4 3042.15 5696.34 669.869
27503.4 3044.56 5698.44 669.749
27512.4 3046.97 5700.55 669.63
27521.4 3049.38 5702.65 669.511
27530.3 3051.78 5704.76 669.392
27539.3 3054.19 5706.86 669.273
27548.3 3056.59 5708.97 669.154
27557.3 3059 5711.07 669.036
27566.2 3061.4 5713.18 668.917
27575.2 3063.81 5715.29 668.799
27584.2 3066.21 5717.39 668.681
27593.2 3068.62 5719.5 668.562
27602.1 3071.02 5721.61 668.445
27611.1 3073.42 5723.71 668.327
27620.1 3075.82 5725.82 668.209
27629 3078.23 5727.93 668.092
27638 3080.63 5730.04 667.974
27646.9 3083.03 5732.15 667.857
27655.9 3085.43 5734.25 667.74
27664.9 3087.83 5736.36 667.623
27673.8 3090.23 5738.47 667.506
27682.8 3092.63 5740.58 667.39
27691.7 3095.02 5742.69 667.273
27700.7 3097.42 5744.8 667.157
27709.6 3099.82 5746.91 667.041
27718.6 3102.22 5749.02 666.925
27727.5 3104.61 5751.13 666.809
27736.5 3107.01 5753.24 666.693
27745.4 3109.4 5755.36 666.577
27754.4 3111.8 5757.47 666.462
27763.3 3114.19 5759.58 666.347
27772.2 3116.59 5761.69 666.232
27781.2 3118.98 5763.8 666.117
27790.1 3121.37 5765.92 666.002
27799 3123.76 5768.03 665.887
27808 3126.15 5770.14 665.773
27816.9 3128.55 5772.25 665.658
27825.8 3130.94 5774.37 665.544
27834.8 3133.33 5776.48 665.43
27843.7 3135.71 5778.6 665.317
27852.6 3138.1 5780.71 665.203
27861.5 3140.49 5782.82 665.089
27870.5 3142.88 5784.94 664.976
27879.4 3145.27 5787.05 664.863
27888.3 3147.65 5789.17 664.75
27897.2 3150.04 5791.29 664.637
27906.1 3152.42 5793.4 664.524
27915.1 3154.81 5795.52 664.412
27924 3157.19 5797.63 664.3
27932.9 3159.57 5799.75 664.187
27941.8 3161.96 5801.87 664.076
27950.7 3164.34 5803.98 663.964
27959.6 3166.72 5806.1 663.852
27968.5 3169.1 5808.22 663.741
27977.4 3171.48 5810.34 663.629
27986.3 3173.86 5812.45 663.518
27995.2 3176.24 5814.57 663.407
28004.1 3178.62 5816.69 663.297
28013 3180.99 5818.81 663.186
28021.9 3183.37 5820.93 663.076
28030.8 3185.75 5823.05 662.966
28039.7 3188.12 5825.17 662.856
28048.6 3190.5 5827.29 662.746
28057.5 3192.87 5829.41 662.636
28066.4 3195.24 5831.53 662.527
28075.3 3197.62 5833.65 662.417
28084.2 3199.99 5835.77 662.308
28093.1 3202.36 5837.89 662.199
28101.9 3204.73 5840.01 662.091
28110.8 3207.1 5842.13 661.982
28119.7 3209.47 5844.25 661.874
28128.6 3211.84 5846.38 661.766
28137.5 3214.21 5848.5 661.658
28146.4 3216.57 5850.62 661.55
28155.2 3218.94 5852.74 661.443
28164.1 3221.31 5854.87 661.335
28173 3223.67 5856.99 661.228
28181.9 3226.03 5859.11 661.121
28190.7 3228.4 5861.24 661.014
28199.6 3230.76 5863.36 660.908
28208.5 3233.12 5865.49 660.801
28217.3 3235.48 5867.61 660.695
28226.2 3237.84 5869.73 660.589
28235.1 3240.2 5871.86 660.484
28243.9 3242.56 5873.98 660.378
28252.8 3244.92 5876.11 660.273
28261.7 3247.28 5878.24 660.168
28270.5 3249.63 5880.36 660.063
28279.4 3251.99 5882.49 659.958
